Kunde/Lieferant;Kommission;Liefertermin (Möbel);Halle;Sektor;Standnummer;Artikel-Nr.;Liefermenge;Einheit;Kurztext;Langtext;zusatzinfo Lieferschein Position;Ansprechpartner Kunde;Verantwortlich intern;Lieferschein Nummer;Lieferschein Datum;Artikel Obergruppe;lieferschein Notiz;Messe;Art;Person/Zeichen;Kopfprojektnummer;Veranstaltungsbeginn;Veranstaltungsende;Abholtermin;Begründung Liefersperre;NICHT liefern;Uhrzeit Lieferung;Lieferort;Kontakt vor Ort
Clear Eye Systems GmbH, Bad Orb;;;C4;1;141;1131;1,00;Stück;Loungebank CAPRI BENCH 90 schwarz;"CAPRI BENCH 90 Loungebank schwarz
Kunstleder, Polster, BxTxH: 90x45x45cm";;Pauline Geipel;Angelo Schmidbauer;633777;08.01.2026;Möbel;OPTI 2026, München | Möbel | HL;OPTI 2026, München;Standardlieferschein;Jan Ressel;04017;16.01.2026;18.01.2026;;;FALSCH;;;
Clear Eye Systems GmbH, Bad Orb;;;C4;1;141;2096;1,00;x;PICO Plexihaube;PICO Plexihaube;;Pauline Geipel;Angelo Schmidbauer;633777;08.01.2026;Möbel;OPTI 2026, München | Möbel | HL;OPTI 2026, München;Standardlieferschein;Jan Ressel;04017;16.01.2026;18.01.2026;;;FALSCH;;;
Clear Eye Systems GmbH, Bad Orb;;;C4;1;141;2059;1,00;x;NINO 70 Tischplatte rund schwarz;NINO 70 Tischplatte rund schwarz;für Sitztischgestell schwarz;Pauline Geipel;Angelo Schmidbauer;633777;08.01.2026;Möbel;OPTI 2026, München | Möbel | HL;OPTI 2026, München;Standardlieferschein;Jan Ressel;04017;16.01.2026;18.01.2026;;;FALSCH;;;
Clear Eye Systems GmbH, Bad Orb;;;C4;1;141;2109;1,00;x;NINO/ENNO DARK Stehtischgestell H 110cm, schwarz;"NINO/ENNO DARK Stehtischgestell H 110cm
schwarz, Ø: 8cm, Länge: 102cm";für Platte 70cm rund schwarz;Pauline Geipel;Angelo Schmidbauer;633777;08.01.2026;Möbel;OPTI 2026, München | Möbel | HL;OPTI 2026, München;Standardlieferschein;Jan Ressel;04017;16.01.2026;18.01.2026;;;FALSCH;;;
Clear Eye Systems GmbH, Bad Orb;;;C4;1;141;2059;1,00;x;NINO 70 Tischplatte rund schwarz;NINO 70 Tischplatte rund schwarz;für Stehtischgestell schwarz;Pauline Geipel;Angelo Schmidbauer;633777;08.01.2026;Möbel;OPTI 2026, München | Möbel | HL;OPTI 2026, München;Standardlieferschein;Jan Ressel;04017;16.01.2026;18.01.2026;;;FALSCH;;;
Clear Eye Systems GmbH, Bad Orb;;;C4;1;141;1166;1,00;Stück;Lagerregal RACK alu;"RACK Lagerregal, 5 Böden, Spanplatte Alu
BxTxH: 95x30x185cm";;Pauline Geipel;Angelo Schmidbauer;633777;08.01.2026;Möbel;OPTI 2026, München | Möbel | HL;OPTI 2026, München;Standardlieferschein;Jan Ressel;04017;16.01.2026;18.01.2026;;;FALSCH;;;
GHM, München;OPTI-Party/DJ-Pult;15.01.2026;C1/OG;OG;Restaurant;2089;1,00;x;LEVANTE 220x60 Platte weiß;LEVANTE 220x60 Tischplatte;für Stehtisch;Gabriela Mundlos;Sophia Kistler;633757;08.01.2026;Möbel;OPTI 2026, München | Möbel | Termine;OPTI 2026, München;Standardlieferschein;Jan Ressel;04017;16.01.2026;18.01.2026;;;FALSCH;im Laufe des Tages (oder am 16.01. vormittags);;
GHM, München;OPTI-Party/DJ-Pult;15.01.2026;C1/OG;OG;Restaurant;2072;2,00;x;LEVANTE HIGH Fuß Höhe 110cm weiß;LEVANTE HIGH Fuß Höhe 110cm;;Gabriela Mundlos;Sophia Kistler;633757;08.01.2026;Möbel;OPTI 2026, München | Möbel | Termine;OPTI 2026, München;Standardlieferschein;Jan Ressel;04017;16.01.2026;18.01.2026;;;FALSCH;im Laufe des Tages (oder am 16.01. vormittags);;
Visionix Deutschland GmbH, Ratingen;;;C4;;531;1094;2,00;Stück;Flaschenkühlschrank BOTTLE L;"BOTTLE L Flaschenkühlschrank
Inhalt ca. 350 l, verschließbar
BxTxH: 60x60x159cm";;Sascha Hammacher;Sophia Kistler;633781;08.01.2026;Möbel;OPTI 2026, München | Möbel | HL;OPTI 2026, München;Standardlieferschein;Jan Ressel;04017;16.01.2026;18.01.2026;;;FALSCH;;;
ARGUS INDIVIDUELL OPTIC GMBH;;;C4;0;371;1362;2,00;Stück;Infotheke OCTA INFO 108 silber mit Türen;"OCTA INFO Infotheke mit Schiebetüren, weiß
versperrbar, Rahmen Alu natur
BxTxH: 103x52x108cm";mit Schiebetüren;Jutta Eckschlager;Florian Wider;633774;08.01.2026;Möbel;OPTI 2026, München | Möbel | HL;OPTI 2026, München;Standardlieferschein;Jan Ressel;04017;16.01.2026;18.01.2026;;;FALSCH;;;
Nirvan Javan AG, Zürich;;;C2;;480;2018;2,00;x;LEVANTE 170x60 Platte schwarz;LEVANTE 170x60 Tischplatte;;Lukas Grapow;Jan Ressel;633782;08.01.2026;Möbel;OPTI 2026, München | Möbel | HL;OPTI 2026, München;Standardlieferschein;Jan Ressel;04017;16.01.2026;18.01.2026;;;FALSCH;;;
Nirvan Javan AG, Zürich;;;C2;;480;2015;4,00;x;LEVANTE HIGH Fuß Höhe 110cm schwarz;LEVANTE HIGH Fuß Höhe 110cm;;Lukas Grapow;Jan Ressel;633782;08.01.2026;Möbel;OPTI 2026, München | Möbel | HL;OPTI 2026, München;Standardlieferschein;Jan Ressel;04017;16.01.2026;18.01.2026;;;FALSCH;;;
GHM, München;HECHT;13.01.2026;C4;10;403;2086;1,00;x;MUNICH 160x70 Tischgestell, chrom;MUNICH 160x70 Tischgestell chrom;für Platte 160x70 weiß;;Cecilia Gonzales de la Cortera;633761;08.01.2026;Möbel;OPTI 2026, München | Möbel | Termine;OPTI 2026, München;Standardlieferschein;Jan Ressel;04017;16.01.2026;18.01.2026;;;FALSCH;13.00;;
GHM, München;HECHT;13.01.2026;C4;10;403;2042;1,00;x;MUNICH 160x70 Platte weiß;MUNICH 160x70 Tischplatte weiß;für Gestell 160x70 chrom;;Cecilia Gonzales de la Cortera;633761;08.01.2026;Möbel;OPTI 2026, München | Möbel | Termine;OPTI 2026, München;Standardlieferschein;Jan Ressel;04017;16.01.2026;18.01.2026;;;FALSCH;13.00;;
GHM, München;HECHT;13.01.2026;C4;10;403;1362;1,00;Stück;Infotheke OCTA INFO 108 silber mit Türen;"OCTA INFO Infotheke mit Schiebetüren, weiß
versperrbar, Rahmen Alu natur
BxTxH: 103x52x108cm";mit Schiebetüren;;Cecilia Gonzales de la Cortera;633761;08.01.2026;Möbel;OPTI 2026, München | Möbel | Termine;OPTI 2026, München;Standardlieferschein;Jan Ressel;04017;16.01.2026;18.01.2026;;;FALSCH;13.00;;
GHM, München;HECHT;13.01.2026;C4;10;403;1214;6,00;Stück;Stuhl MUNICH anthrazit;"MUNICH Polsterstuhl anthrazit, Polster 
Gestell verchromt, BxTxH: 51x56x85cm, 
SH: 45cm";;;Cecilia Gonzales de la Cortera;633761;08.01.2026;Möbel;OPTI 2026, München | Möbel | Termine;OPTI 2026, München;Standardlieferschein;Jan Ressel;04017;16.01.2026;18.01.2026;;;FALSCH;13.00;;
Meplan, München;Pegavision Corporation;;C4;1;147;1049;1,00;Stück;Garderobenständer DONNA;"DONNA Garderobenständer 
Edelstahl matt
BxH: 40x186cm";;Michelle Meier;Sophia Kistler;633785;08.01.2026;Möbel;OPTI 2026, München | Möbel | HL;OPTI 2026, München;Standardlieferschein;Jan Ressel;04017;16.01.2026;18.01.2026;;;FALSCH;;;
Messe Augsburg;Kabin Showküche Wild;12.01.2026;03;;K12;1096;1,00;Stück;Flaschenkühlschrank BOTTLE L Air;"BOTTLE L Air Flaschenkühlschrank mit Umluftkühlung
verschließbar, Türanschlag rechts, ca. 360l Inhalt, 230V 
BxTxH: 60x61x164cm";;Beschaffung Beschaffung;Julian Micheli;633754;07.01.2026;Möbel;Jagen und Fischen 2026, Augsburg | Möbel | HL;Jagen und Fischen 2026, Augsburg;Standardlieferschein;Jan Ressel;04242;16.01.2026;18.01.2026;;;FALSCH;;;
ID Identity, Holstebro-Denmark;;;04;;E10;2059;1,00;x;NINO 70 Tischplatte rund schwarz;NINO 70 Tischplatte rund schwarz;für Stehtisch;Annette Frimand Rasmussen;Jan Ressel;633731;07.01.2026;Möbel;Werbemittelmesse 2026, MOC | Möbel | HL;Werbemittelmesse 2026, MOC;Standardlieferschein;Jan Ressel;03962;15.01.2026;15.01.2026;;;FALSCH;;;
ID Identity, Holstebro-Denmark;;;04;;E10;1003;2,00;Stück;Barhocker ZETT schwarz;"ZETT Barhocker, schwarz
Kunstleder, Chrom
Ø: 35cm, SH: 82cm";;Annette Frimand Rasmussen;Jan Ressel;633731;07.01.2026;Möbel;Werbemittelmesse 2026, MOC | Möbel | HL;Werbemittelmesse 2026, MOC;Standardlieferschein;Jan Ressel;03962;15.01.2026;15.01.2026;;;FALSCH;;;
ID Identity, Holstebro-Denmark;;;04;;E10;2057;1,00;x;NINO/ENNO Stehtischgestell H 110cm, chrom;"NINO/ENNO Stehtischgestell H 110cm
Chrom, Ø: 8cm, Länge: 102cm";für Platte 70cm rund schwarz;Annette Frimand Rasmussen;Jan Ressel;633731;07.01.2026;Möbel;Werbemittelmesse 2026, MOC | Möbel | HL;Werbemittelmesse 2026, MOC;Standardlieferschein;Jan Ressel;03962;15.01.2026;15.01.2026;;;FALSCH;;;
elasto GmbH & Co. KG, Sulzbach-Rosenberg;;;04;;B03;1004;2,00;Stück;Barhocker ZETT weiß;"ZETT Barhocker, weiß 
Kunstleder, Chrom
Ø: 35cm, SH: 82cm";;Mirjam Eisner;Jan Ressel;633721;07.01.2026;Möbel;Werbemittelmesse 2026, MOC | Möbel | HL;Werbemittelmesse 2026, MOC;Standardlieferschein;Jan Ressel;03962;15.01.2026;15.01.2026;;;FALSCH;;;
elasto GmbH & Co. KG, Sulzbach-Rosenberg;;;04;;B03;2057;1,00;x;NINO/ENNO Stehtischgestell H 110cm, chrom;"NINO/ENNO Stehtischgestell H 110cm
Chrom, Ø: 8cm, Länge: 102cm";für Platte 70cm rund weiß;Mirjam Eisner;Jan Ressel;633721;07.01.2026;Möbel;Werbemittelmesse 2026, MOC | Möbel | HL;Werbemittelmesse 2026, MOC;Standardlieferschein;Jan Ressel;03962;15.01.2026;15.01.2026;;;FALSCH;;;
elasto GmbH & Co. KG, Sulzbach-Rosenberg;;;04;;B03;2061;1,00;x;NINO 70 Tischplatte rund weiß;NINO 70 Tischplatte rund weiß;für Stehtischgestell chrom;Mirjam Eisner;Jan Ressel;633721;07.01.2026;Möbel;Werbemittelmesse 2026, MOC | Möbel | HL;Werbemittelmesse 2026, MOC;Standardlieferschein;Jan Ressel;03962;15.01.2026;15.01.2026;;;FALSCH;;;
BRUNNEN & EILERS Promotion Service GmbH, Bielefeld;;;04;;B05;1036;2,00;Stück;Barhocker COMA rot;"COMA Barhocker, rot
Alu lackiert, Kunststoff
BxTxH: 50x46x86cm, SH: 75cm";;Dirk Käuper;Jan Ressel;633727;07.01.2026;Möbel;Werbemittelmesse 2026, MOC | Möbel | HL;Werbemittelmesse 2026, MOC;Standardlieferschein;Jan Ressel;03962;15.01.2026;15.01.2026;;;FALSCH;;;
BRUNNEN & EILERS Promotion Service GmbH, Bielefeld;;;04;;B05;2034;1,00;x;LIDO Husse weiß;LIDO Husse weiß;;Dirk Käuper;Jan Ressel;633727;07.01.2026;Möbel;Werbemittelmesse 2026, MOC | Möbel | HL;Werbemittelmesse 2026, MOC;Standardlieferschein;Jan Ressel;03962;15.01.2026;15.01.2026;;;FALSCH;;;
BRUNNEN & EILERS Promotion Service GmbH, Bielefeld;;;04;;B05;1468;1,00;Stück;Stehtisch LIDO HIGH weiß;"LIDO HIGH Stehtisch, weiß
klappbar, Stahlrohr pulverbeschichtet
ØxH: 70x110cm";;Dirk Käuper;Jan Ressel;633727;07.01.2026;Möbel;Werbemittelmesse 2026, MOC | Möbel | HL;Werbemittelmesse 2026, MOC;Standardlieferschein;Jan Ressel;03962;15.01.2026;15.01.2026;;;FALSCH;;;
mbw Vertriebsgesellschaft mbH, Wanderup;;;04;;E18;2057;1,00;x;NINO/ENNO Stehtischgestell H 110cm, chrom;"NINO/ENNO Stehtischgestell H 110cm
Chrom, Ø: 8cm, Länge: 102cm";für Platte 70x70cm weiß;Tina Steinbergs;Sophia Kistler;633719;07.01.2026;Möbel;Werbemittelmesse 2026, MOC | Möbel | HL;Werbemittelmesse 2026, MOC;Standardlieferschein;Jan Ressel;03962;15.01.2026;15.01.2026;;;FALSCH;;;
mbw Vertriebsgesellschaft mbH, Wanderup;;;04;;E18;2062;1,00;x;ENNO 70x70 Tischplatte weiß;ENNO 70x70 Tischplatte weiß;für Stehtisch;Tina Steinbergs;Sophia Kistler;633719;07.01.2026;Möbel;Werbemittelmesse 2026, MOC | Möbel | HL;Werbemittelmesse 2026, MOC;Standardlieferschein;Jan Ressel;03962;15.01.2026;15.01.2026;;;FALSCH;;;
mbw Vertriebsgesellschaft mbH, Wanderup;;;04;;E18;1025;2,00;Stück;Barhocker CUBE weiß;"CUBE Barhocker, weiß
Kunstleder, Chrom
BxTxH: 32x32x80cm, SH: 80cm";;Tina Steinbergs;Sophia Kistler;633719;07.01.2026;Möbel;Werbemittelmesse 2026, MOC | Möbel | HL;Werbemittelmesse 2026, MOC;Standardlieferschein;Jan Ressel;03962;15.01.2026;15.01.2026;;;FALSCH;;;
Maikii Srl Società Benefit, Vascon di Carbonera (TV);;;04;;B23;1003;2,00;x;Barhocker ZETT schwarz;"ZETT barstool, black
Faux leather, chrome
Ø: 35cm, SH: 82cm";;Sara Cardin;Sophia Kistler;633730;07.01.2026;Möbel;Werbemittelmesse 2026, MOC | Möbel | HL;Werbemittelmesse 2026, MOC;Standardlieferschein;Jan Ressel;03962;15.01.2026;15.01.2026;;;FALSCH;;;
Messe Augsburg;Jagdgebrauchshundeverein Augsburg;;03;;-;1092;2,00;Stück;Flaschenkühlschrank BOTTLE M;"BOTTLE M Flaschenkühlschrank, 180 l Inhalt 
230V, BxTxH: 60x60x85cm";;Beschaffung Beschaffung;Julian Micheli;633753;07.01.2026;Möbel;Jagen und Fischen 2026, Augsburg | Möbel | HL;Jagen und Fischen 2026, Augsburg;Standardlieferschein;Jan Ressel;04242;16.01.2026;18.01.2026;;;FALSCH;;;
Messe Augsburg;Showküche;12.01.2026;01;;I15;1094;1,00;Stück;Flaschenkühlschrank BOTTLE L;"BOTTLE L Flaschenkühlschrank, Inhalt ca. 350 l
verschließbar, BxTxH: 60x60x159cm";;Beschaffung Beschaffung;Julian Micheli;633749;07.01.2026;Möbel;Jagen und Fischen 2026, Augsburg | Möbel | HL;Jagen und Fischen 2026, Augsburg;Standardlieferschein;Jan Ressel;04242;16.01.2026;18.01.2026;;;FALSCH;;;
Ritter-Pen GmbH, Brensbach;;;04;;B06;2059;1,00;x;NINO 70 Tischplatte rund schwarz;NINO 70 Tischplatte rund schwarz;für Stehtischgestell schwarz;Eckhard Heinich;Jan Ressel;633729;07.01.2026;Möbel;Werbemittelmesse 2026, MOC | Möbel | HL;Werbemittelmesse 2026, MOC;Standardlieferschein;Jan Ressel;03962;15.01.2026;15.01.2026;;;FALSCH;;;
Ritter-Pen GmbH, Brensbach;;;04;;B06;2109;1,00;x;NINO/ENNO DARK Stehtischgestell H 110cm, schwarz;"NINO/ENNO DARK Stehtischgestell H 110cm
schwarz, Ø: 8cm, Länge: 102cm";für Platte 70cm rund schwarz;Eckhard Heinich;Jan Ressel;633729;07.01.2026;Möbel;Werbemittelmesse 2026, MOC | Möbel | HL;Werbemittelmesse 2026, MOC;Standardlieferschein;Jan Ressel;03962;15.01.2026;15.01.2026;;;FALSCH;;;
BIC Graphic Europe, Eschborn;;;04;;B21;2078;1,00;x;CLASSICO Tischvitrinen-Aufsatz;CLASSICO Tischvitrinen-Aufsatz;;Achim Frey;Sophia Kistler;633714;07.01.2026;Möbel;Werbemittelmesse 2026, MOC | Möbel | HL;Werbemittelmesse 2026, MOC;Standardlieferschein;Jan Ressel;03962;15.01.2026;15.01.2026;;;FALSCH;;;
BIC Graphic Europe, Eschborn;;;04;;B21;1388;1,00;Stück;Thekenschrank PURO COUNTER, weiß;"PURO COUNTER Thekenschrank weiß
verschließbar, Spanplatte
BxTxH: 95x50x110cm";;Achim Frey;Sophia Kistler;633714;07.01.2026;Möbel;Werbemittelmesse 2026, MOC | Möbel | HL;Werbemittelmesse 2026, MOC;Standardlieferschein;Jan Ressel;03962;15.01.2026;15.01.2026;;;FALSCH;;;
BIC Graphic Europe, Eschborn;;;04;;B21;1382;1,00;Stück;CLASSICO Sideboard weiß/alu;"CLASSICO Sideboard weiß
verschließbar, Spanplatte, Alu natur
BxTxH: 95x45x90cm";;Achim Frey;Sophia Kistler;633714;07.01.2026;Möbel;Werbemittelmesse 2026, MOC | Möbel | HL;Werbemittelmesse 2026, MOC;Standardlieferschein;Jan Ressel;03962;15.01.2026;15.01.2026;;;FALSCH;;;
Messe Augsburg;Erleniswelt Fischen ;;01;;J06;1100;1,00;Stück;Kühlschrank COOL M (140);"COOL M Kühlschrank, Inhalt ca. 140l 
extra Gefrierabteil, BxTxH: ca. 59x60x85cm";weiß/grau;Beschaffung Beschaffung;Julian Micheli;633750;07.01.2026;Möbel;Jagen und Fischen 2026, Augsburg | Möbel | HL;Jagen und Fischen 2026, Augsburg;Standardlieferschein;Jan Ressel;04242;16.01.2026;18.01.2026;;;FALSCH;;;
Promo Event, Eichenau;TRÄGERSTAND WMA;;04;;T01;1166;2,00;Stück;Lagerregal RACK alu;"RACK Lagerregal, 5 Böden, Spanplatte Alu
BxTxH: 95x30x185cm";;Sebastian Pfaffenzeller;Angelo Schmidbauer;633743;07.01.2026;Möbel;Werbemittelmesse 2026, MOC | Möbel | HL;Werbemittelmesse 2026, MOC;Standardlieferschein;Jan Ressel;03962;15.01.2026;15.01.2026;;;FALSCH;;;
Promo Event, Eichenau;TRÄGERSTAND WMA;;04;;T01;1092;1,00;Stück;Flaschenkühlschrank BOTTLE M;"BOTTLE M Flaschenkühlschrank, 180 l Inhalt 
230V, BxTxH: 60x60x85cm";;Sebastian Pfaffenzeller;Angelo Schmidbauer;633743;07.01.2026;Möbel;Werbemittelmesse 2026, MOC | Möbel | HL;Werbemittelmesse 2026, MOC;Standardlieferschein;Jan Ressel;03962;15.01.2026;15.01.2026;;;FALSCH;;;
Promo Event, Eichenau;TRÄGERSTAND WMA;;04;;T01;1382;1,00;Stück;CLASSICO Sideboard weiß/alu;"CLASSICO Sideboard weiß, verschließbar 
Spanplatte, Alu natur, BxTxH: 95x45x90cm";;Sebastian Pfaffenzeller;Angelo Schmidbauer;633743;07.01.2026;Möbel;Werbemittelmesse 2026, MOC | Möbel | HL;Werbemittelmesse 2026, MOC;Standardlieferschein;Jan Ressel;03962;15.01.2026;15.01.2026;;;FALSCH;;;
Promo Event, Eichenau;Küche;;04;;A21;2043;1,00;x;MUNICH 70x70 Tischgestell, chrom;MUNICH 70x70 Tischgestell chrom;;Sebastian Pfaffenzeller;Angelo Schmidbauer;633740;07.01.2026;Möbel;Werbemittelmesse 2026, MOC | Möbel | HL;Werbemittelmesse 2026, MOC;Standardlieferschein;Jan Ressel;03962;15.01.2026;15.01.2026;;;FALSCH;;;
Promo Event, Eichenau;Küche;;04;;A21;2045;1,00;x;MUNICH 70x70 Platte weiß;MUNICH 70x70 Tischplatte weiß;;Sebastian Pfaffenzeller;Angelo Schmidbauer;633740;07.01.2026;Möbel;Werbemittelmesse 2026, MOC | Möbel | HL;Werbemittelmesse 2026, MOC;Standardlieferschein;Jan Ressel;03962;15.01.2026;15.01.2026;;;FALSCH;;;
Promo Event, Eichenau;Küche;;04;;A21;1049;1,00;Stück;Garderobenständer DONNA;"DONNA Garderobenständer, Edelstahl matt
BxH: 40x186cm";;Sebastian Pfaffenzeller;Angelo Schmidbauer;633740;07.01.2026;Möbel;Werbemittelmesse 2026, MOC | Möbel | HL;Werbemittelmesse 2026, MOC;Standardlieferschein;Jan Ressel;03962;15.01.2026;15.01.2026;;;FALSCH;;;
Promo Event, Eichenau;Küche;;04;;A21;1214;2,00;Stück;Stuhl MUNICH anthrazit;"MUNICH Polsterstuhl anthrazit, Polster 
Gestell verchromt, BxTxH: 51x56x85cm, 
SH: 45cm";;Sebastian Pfaffenzeller;Angelo Schmidbauer;633740;07.01.2026;Möbel;Werbemittelmesse 2026, MOC | Möbel | HL;Werbemittelmesse 2026, MOC;Standardlieferschein;Jan Ressel;03962;15.01.2026;15.01.2026;;;FALSCH;;;
Bensussen Deutsch & Associates GmbH , Kissing;;;04;-;-;2072;8,00;x;LEVANTE HIGH Fuß Höhe 110cm weiß;LEVANTE HIGH Fuß Höhe 110cm;;Uwe Furthmann;Jan Ressel;633725;07.01.2026;Möbel;Werbemittelmesse 2026, MOC | Möbel | HL;Werbemittelmesse 2026, MOC;Standardlieferschein;Jan Ressel;03962;15.01.2026;15.01.2026;;;FALSCH;;;
Bensussen Deutsch & Associates GmbH , Kissing;;;04;-;-;2074;4,00;x;LEVANTE 120x60 Platte weiß;LEVANTE 120x60 Tischplatte;für Stehtisch;Uwe Furthmann;Jan Ressel;633725;07.01.2026;Möbel;Werbemittelmesse 2026, MOC | Möbel | HL;Werbemittelmesse 2026, MOC;Standardlieferschein;Jan Ressel;03962;15.01.2026;15.01.2026;;;FALSCH;;;
Bensussen Deutsch & Associates GmbH , Kissing;;;04;-;-;1016;12,00;Stück;Barhocker CATIFA BAR weiß/blau;"CATIFA BAR Barhocker, weiß/blau 
Chrom, Kunststoff 
BxTxH: 62x51x111cm, SH: 76cm";;Uwe Furthmann;Jan Ressel;633725;07.01.2026;Möbel;Werbemittelmesse 2026, MOC | Möbel | HL;Werbemittelmesse 2026, MOC;Standardlieferschein;Jan Ressel;03962;15.01.2026;15.01.2026;;;FALSCH;;;
Messe Augsburg;Wettkampfbüro;;03;;K26;1382;1,00;Stück;CLASSICO Sideboard weiß/alu;"CLASSICO Sideboard weiß, verschließbar 
Spanplatte, Alu natur, BxTxH: 95x45x90cm";;Beschaffung Beschaffung;Julian Micheli;633755;07.01.2026;Möbel;Jagen und Fischen 2026, Augsburg | Möbel | HL;Jagen und Fischen 2026, Augsburg;Standardlieferschein;Jan Ressel;04242;16.01.2026;18.01.2026;;;FALSCH;;;
Landgarten GmbH & Co. KG - Messeorg, Bruck an der Leitha;;;04;;F18;2057;1,00;x;NINO/ENNO Stehtischgestell H 110cm, chrom;"NINO/ENNO Stehtischgestell H 110cm
Chrom, Ø: 8cm, Länge: 102cm";für Platte 70x70cm weiß;Vera Leeb;Sophia Kistler;633726;07.01.2026;Möbel;Werbemittelmesse 2026, MOC | Möbel | HL;Werbemittelmesse 2026, MOC;Standardlieferschein;Jan Ressel;03962;15.01.2026;15.01.2026;;;FALSCH;;;
Landgarten GmbH & Co. KG - Messeorg, Bruck an der Leitha;;;04;;F18;2062;1,00;x;ENNO 70x70 Tischplatte weiß;ENNO 70x70 Tischplatte weiß;für Stehtisch;Vera Leeb;Sophia Kistler;633726;07.01.2026;Möbel;Werbemittelmesse 2026, MOC | Möbel | HL;Werbemittelmesse 2026, MOC;Standardlieferschein;Jan Ressel;03962;15.01.2026;15.01.2026;;;FALSCH;;;
Landgarten GmbH & Co. KG - Messeorg, Bruck an der Leitha;;;04;;F18;1004;2,00;Stück;Barhocker ZETT weiß;"ZETT Barhocker, weiß 
Kunstleder, Chrom
Ø: 35cm, SH: 82cm";;Vera Leeb;Sophia Kistler;633726;07.01.2026;Möbel;Werbemittelmesse 2026, MOC | Möbel | HL;Werbemittelmesse 2026, MOC;Standardlieferschein;Jan Ressel;03962;15.01.2026;15.01.2026;;;FALSCH;;;
Mid Ocean Germany GmbH, Koblenz am Rhein;;;04;;B11;2034;1,00;x;LIDO Husse weiß;LIDO Husse weiß;;Andre Mertens;Jan Ressel;633737;07.01.2026;Möbel;Werbemittelmesse 2026, MOC | Möbel | HL;Werbemittelmesse 2026, MOC;Standardlieferschein;Jan Ressel;03962;15.01.2026;15.01.2026;;;FALSCH;;;
Mid Ocean Germany GmbH, Koblenz am Rhein;;;04;;B11;1004;2,00;Stück;Barhocker ZETT weiß;"ZETT Barhocker, weiß 
Kunstleder, Chrom
Ø: 35cm, SH: 82cm";;Andre Mertens;Jan Ressel;633737;07.01.2026;Möbel;Werbemittelmesse 2026, MOC | Möbel | HL;Werbemittelmesse 2026, MOC;Standardlieferschein;Jan Ressel;03962;15.01.2026;15.01.2026;;;FALSCH;;;
Mid Ocean Germany GmbH, Koblenz am Rhein;;;04;;B11;1468;1,00;Stück;Stehtisch LIDO HIGH weiß;"LIDO HIGH Stehtisch, weiß
klappbar, Stahlrohr pulverbeschichtet
ØxH: 70x110cm";;Andre Mertens;Jan Ressel;633737;07.01.2026;Möbel;Werbemittelmesse 2026, MOC | Möbel | HL;Werbemittelmesse 2026, MOC;Standardlieferschein;Jan Ressel;03962;15.01.2026;15.01.2026;;;FALSCH;;;
Promo Event, Eichenau;Freibereich;;04;Freibereich;-;1219;60,00;Stück;Stuhl MUNICH schwarz;"MUNICH Polsterstuhl schwarz, Polster 
Chrom, BxTxH: 51x56x85cm, SH: 45cm";im Kopfprojekt reserviert;Sebastian Pfaffenzeller;Angelo Schmidbauer;633739;07.01.2026;Möbel;Werbemittelmesse 2026, MOC | Möbel | HL;Werbemittelmesse 2026, MOC;Standardlieferschein;Jan Ressel;03962;15.01.2026;15.01.2026;;;FALSCH;;;
Promo Event, Eichenau;Freibereich;;04;Freibereich;-;2070;15,00;x;NINO 80 Tischplatte rund schwarz;NINO 80 Tischplatte rund schwarz;für Sitztisch;Sebastian Pfaffenzeller;Angelo Schmidbauer;633739;07.01.2026;Möbel;Werbemittelmesse 2026, MOC | Möbel | HL;Werbemittelmesse 2026, MOC;Standardlieferschein;Jan Ressel;03962;15.01.2026;15.01.2026;;;FALSCH;;;
Promo Event, Eichenau;Freibereich;;04;Freibereich;-;2055;15,00;x;NINO/ENNO Sitztischgestell H75cm, chrom;"NINO/ENNO Sitztischgestell H 75cm
Chrom Ø: 8cm, Länge: 67cm";für Platte 80cm schwarz;Sebastian Pfaffenzeller;Angelo Schmidbauer;633739;07.01.2026;Möbel;Werbemittelmesse 2026, MOC | Möbel | HL;Werbemittelmesse 2026, MOC;Standardlieferschein;Jan Ressel;03962;15.01.2026;15.01.2026;;;FALSCH;;;
Promo Event, Eichenau;TRÄGERSTAND ADMIXX;;04;;T04;1030;12,00;Stück;Barhocker VOLT BAR hellgrau;"VOLT BAR Barhocker hellgrau, Kunststoff 
stapelbar, BxTxH: 49x48x86cm, SH: 76cm";;Sebastian Pfaffenzeller;Angelo Schmidbauer;633746;07.01.2026;Möbel;Werbemittelmesse 2026, MOC | Möbel | HL;Werbemittelmesse 2026, MOC;Standardlieferschein;Jan Ressel;03962;15.01.2026;15.01.2026;;;FALSCH;;;
Promo Event, Eichenau;TRÄGERSTAND ADMIXX;;04;;T04;2062;4,00;x;ENNO 70x70 Tischplatte weiß;ENNO 70x70 Tischplatte weiß;für Stehtisch;Sebastian Pfaffenzeller;Angelo Schmidbauer;633746;07.01.2026;Möbel;Werbemittelmesse 2026, MOC | Möbel | HL;Werbemittelmesse 2026, MOC;Standardlieferschein;Jan Ressel;03962;15.01.2026;15.01.2026;;;FALSCH;;;
